timestamp_utc,class,file_path,title,description,prompt,negative_prompt,model_id,seed,width,height
2026-03-15T09:17:05.923695+00:00,cleanliness,ml/raw_dataset/cleanliness/sd_cleanliness_000002_1708796248.png,Cleanliness complaint sample 00002,Synthetic campus complaint image for class 'cleanliness'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"unclean classroom floor with litter and dust, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1708796248,256,256
2026-03-15T09:17:17.022008+00:00,cleanliness,ml/raw_dataset/cleanliness/sd_cleanliness_000003_1295822844.png,Cleanliness complaint sample 00003,Synthetic campus complaint image for class 'cleanliness'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"dirty campus washroom with stains and waste, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1295822844,256,256
2026-03-15T09:17:26.849717+00:00,ac_ventilation,ml/raw_dataset/ac_ventilation/sd_ac_ventilation_000001_1176300382.png,Ac Ventilation complaint sample 00001,Synthetic campus complaint image for class 'ac_ventilation'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"water leaking from old split AC unit in lecture hall, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1176300382,256,256
2026-03-15T09:17:35.335534+00:00,ac_ventilation,ml/raw_dataset/ac_ventilation/sd_ac_ventilation_000002_155129445.png,Ac Ventilation complaint sample 00002,Synthetic campus complaint image for class 'ac_ventilation'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"dusty non-working air conditioner in college classroom, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,155129445,256,256
2026-03-15T09:17:43.081156+00:00,ac_ventilation,ml/raw_dataset/ac_ventilation/sd_ac_ventilation_000003_1450837539.png,Ac Ventilation complaint sample 00003,Synthetic campus complaint image for class 'ac_ventilation'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"broken exhaust fan in university lab, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1450837539,256,256
2026-03-15T09:17:52.964796+00:00,internet_wifi,ml/raw_dataset/internet_wifi/sd_internet_wifi_000001_423101633.png,Internet Wifi complaint sample 00001,Synthetic campus complaint image for class 'internet_wifi'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged wifi router mounted in campus hallway, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,423101633,256,256
2026-03-15T09:18:01.738745+00:00,internet_wifi,ml/raw_dataset/internet_wifi/sd_internet_wifi_000002_422141116.png,Internet Wifi complaint sample 00002,Synthetic campus complaint image for class 'internet_wifi'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged wifi router mounted in campus hallway, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,422141116,256,256
2026-03-15T09:18:12.240520+00:00,internet_wifi,ml/raw_dataset/internet_wifi/sd_internet_wifi_000003_26769447.png,Internet Wifi complaint sample 00003,Synthetic campus complaint image for class 'internet_wifi'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"broken access point device in classroom ceiling, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,26769447,256,256
2026-03-15T09:18:23.139342+00:00,infrastructure,ml/raw_dataset/infrastructure/sd_infrastructure_000001_1228594522.png,Infrastructure complaint sample 00001,Synthetic campus complaint image for class 'infrastructure'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"pothole and broken pavement inside college grounds, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1228594522,256,256
2026-03-15T09:18:33.913627+00:00,infrastructure,ml/raw_dataset/infrastructure/sd_infrastructure_000002_1666440490.png,Infrastructure complaint sample 00002,Synthetic campus complaint image for class 'infrastructure'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged staircase tile in university building, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1666440490,256,256
2026-03-15T09:18:46.724420+00:00,infrastructure,ml/raw_dataset/infrastructure/sd_infrastructure_000003_1312978413.png,Infrastructure complaint sample 00003,Synthetic campus complaint image for class 'infrastructure'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"pothole and broken pavement inside college grounds, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1312978413,256,256
2026-03-15T09:18:57.225504+00:00,security,ml/raw_dataset/security/sd_security_000001_1664989810.png,Security complaint sample 00001,Synthetic campus complaint image for class 'security'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"faulty fire extinguisher cabinet in college building, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1664989810,256,256
2026-03-15T09:19:07.294092+00:00,security,ml/raw_dataset/security/sd_security_000002_1511054046.png,Security complaint sample 00002,Synthetic campus complaint image for class 'security'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"broken CCTV camera in campus corridor, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1511054046,256,256
2026-03-15T09:19:16.056621+00:00,security,ml/raw_dataset/security/sd_security_000003_1728700787.png,Security complaint sample 00003,Synthetic campus complaint image for class 'security'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"unlocked electrical control room door in university block, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1728700787,256,256
2026-03-15T09:19:24.580667+00:00,other,ml/raw_dataset/other/sd_other_000001_1577756982.png,Other complaint sample 00001,Synthetic campus complaint image for class 'other'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"non-categorized facility problem near hostel entrance, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1577756982,256,256
2026-03-15T09:19:33.799313+00:00,other,ml/raw_dataset/other/sd_other_000002_143426589.png,Other complaint sample 00002,Synthetic campus complaint image for class 'other'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"unidentified complaint scene in campus building, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,143426589,256,256
2026-03-15T09:19:43.822675+00:00,other,ml/raw_dataset/other/sd_other_000003_1940531521.png,Other complaint sample 00003,Synthetic campus complaint image for class 'other'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"miscellaneous damaged equipment in university corridor, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",hf-internal-testing/tiny-stable-diffusion-pipe,1940531521,256,256
2026-03-15T09:32:05.134535+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000004_1664728518.png,Electrical complaint sample 00004,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1664728518,512,512
2026-03-15T09:33:47.074227+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000005_1363381363.png,Electrical complaint sample 00005,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1363381363,512,512
2026-03-15T09:35:43.175788+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000006_840850103.png,Electrical complaint sample 00006,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,840850103,512,512
2026-03-15T09:37:27.603486+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000007_234695047.png,Electrical complaint sample 00007,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,234695047,512,512
2026-03-15T09:38:47.353431+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000008_1933006989.png,Electrical complaint sample 00008,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"exposed electrical wiring close to a hostel staircase, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1933006989,512,512
2026-03-15T09:40:14.728412+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000009_1907676575.png,Electrical complaint sample 00009,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1907676575,512,512
2026-03-15T09:41:24.850119+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000010_1721449833.png,Electrical complaint sample 00010,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"exposed electrical wiring close to a hostel staircase, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1721449833,512,512
2026-03-15T09:42:15.696817+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000011_1787794164.png,Electrical complaint sample 00011,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1787794164,512,512
2026-03-15T09:43:20.590999+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000012_989847547.png,Electrical complaint sample 00012,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,989847547,512,512
2026-03-15T09:44:18.094194+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000013_1708796248.png,Electrical complaint sample 00013,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1708796248,512,512
2026-03-15T09:45:37.391477+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000014_1295822844.png,Electrical complaint sample 00014,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1295822844,512,512
2026-03-15T09:46:41.774449+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000015_1176300382.png,Electrical complaint sample 00015,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1176300382,512,512
2026-03-15T09:47:56.061964+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000016_155129445.png,Electrical complaint sample 00016,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,155129445,512,512
2026-03-15T09:49:02.317310+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000017_1450837539.png,Electrical complaint sample 00017,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"exposed electrical wiring close to a hostel staircase, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1450837539,512,512
2026-03-15T09:50:14.659453+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000018_423101633.png,Electrical complaint sample 00018,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,423101633,512,512
2026-03-15T09:51:25.936752+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000019_422141116.png,Electrical complaint sample 00019,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,422141116,512,512
2026-03-15T09:52:19.839185+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000020_26769447.png,Electrical complaint sample 00020,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"exposed electrical wiring close to a hostel staircase, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,26769447,512,512
2026-03-15T09:53:27.376208+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000021_1228594522.png,Electrical complaint sample 00021,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1228594522,512,512
2026-03-15T09:54:38.252232+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000022_1666440490.png,Electrical complaint sample 00022,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1666440490,512,512
2026-03-15T09:55:33.478538+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000023_1312978413.png,Electrical complaint sample 00023,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1312978413,512,512
2026-03-15T09:56:39.365923+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000024_1664989810.png,Electrical complaint sample 00024,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1664989810,512,512
2026-03-15T09:57:48.275373+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000025_1511054046.png,Electrical complaint sample 00025,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1511054046,512,512
2026-03-15T09:59:08.819874+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000026_1728700787.png,Electrical complaint sample 00026,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"exposed electrical wiring close to a hostel staircase, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1728700787,512,512
2026-03-15T10:00:16.251549+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000027_1577756982.png,Electrical complaint sample 00027,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"exposed electrical wiring close to a hostel staircase, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1577756982,512,512
2026-03-15T10:01:37.938805+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000028_143426589.png,Electrical complaint sample 00028,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,143426589,512,512
2026-03-15T10:03:18.305678+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000029_1940531521.png,Electrical complaint sample 00029,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1940531521,512,512
2026-03-15T10:05:11.970854+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000030_1760893951.png,Electrical complaint sample 00030,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, authentic maintenance inspection photo, photorealistic, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1760893951,512,512
2026-03-15T10:12:19.342586+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000031_943731115.png,Electrical complaint sample 00031,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, high-detail smartphone camera photo, realistic environment, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,943731115,512,512
2026-03-15T10:14:56.708409+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000032_1190855583.png,Electrical complaint sample 00032,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"damaged ceiling light fixture in university lab, realistic documentary photo, natural lighting, detailed texture, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,1190855583,512,512
2026-03-15T10:16:55.943671+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000033_749944573.png,Electrical complaint sample 00033,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"sparking switchboard in campus hallway, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,749944573,512,512
2026-03-15T10:18:41.064370+00:00,electrical,ml/raw_dataset/electrical/sd_electrical_000034_617410421.png,Electrical complaint sample 00034,Synthetic campus complaint image for class 'electrical'. Generated for Smart Campus complaint classifier training with realistic facility conditions.,"burned electrical outlet near a college classroom wall, wide angle institutional facility photograph, highly detailed, no people focus","cartoon, anime, painting, illustration, low quality, blurry, watermark, logo, text overlay, people posing, duplicate objects, distorted geometry",stabilityai/sd-turbo,617410421,512,512
